##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_000372725.1	PRJNA222302	SAMN02744062	AHAL00000000.1	representative genome	280463	2903	Emiliania huxleyi CCMP1516	strain=CCMP1516	na	latest	Scaffold	Major	Full	2013/05/02	Emiliana huxleyi CCMP1516 main genome assembly v1.0	JGI	GCA_000372725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/372/725/GCF_000372725.1_Emiliana_huxleyi_CCMP1516_main_genome_assembly_v1.0	na	na	na	haploid	protozoa	167675649	155930723	65.500000	0	7795	16921	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/04/07	38549	38544	0	23760476
GCF_000208925.1	PRJNA19739	SAMN02953605	AAFB00000000.2	representative genome	294381	5759	Entamoeba histolytica HM-1:IMSS	strain=HM-1:IMSS	na	latest	Scaffold	Major	Full	2008/03/12	JCVI-ESG2-1.0	J. Craig Venter Institute (TIGR)	GCA_000208925.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/925/GCF_000208925.1_JCVI_ESG2_1.0	na	na	na	haploid	protozoa	20835395	20771095	24.500000	0	1529	2172	J. Craig Venter Institute (TIGR)	Annotation submitted by J. Craig Venter Institute (TIGR)	2024/02/16	8327	8151	77	15729342;20559563
GCF_000149405.2	PRJNA34119	SAMN02744045	AAFD00000000.2	representative genome	296543	35128	Thalassiosira pseudonana CCMP1335	strain=CCMP1335	na	latest	Chromosome	Major	Full	2009/01/16	ASM14940v2	Diatom Consortium	GCA_000149405.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/405/GCF_000149405.2_ASM14940v2	na	na	na	haploid	protozoa	32437365	32272629	47.000000	23	64	115	Diatom Consortium	Annotation submitted by Diatom Consortium	2017/06/18	11771	11672	0	18923393;15459382
GCF_000189635.1	PRJNA16792	SAMN02953617	AAGF00000000.3	representative genome	312017	5911	Tetrahymena thermophila SB210	strain=SB210	na	latest	Scaffold	Major	Full	2009/03/23	JCVI-TTA1-2.2	TIGR	GCA_000189635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/635/GCF_000189635.1_JCVI-TTA1-2.2	na	na	na	haploid	protozoa	103014375	102950684	22.500000	0	1158	1778	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/06/09	26996	26996	0	na
GCF_000165365.1	PRJNA16136	SAMN02953620	AAGK00000000.1	representative genome	333668	5875	Theileria parva strain Muguga	strain=Muguga	na	latest	Chromosome	Major	Full	2005/06/30	ASM16536v1	TIGR	GCA_000165365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/365/GCF_000165365.1_ASM16536v1	na	na	na	haploid	protozoa	8308027	8308027	34.000000	4	8	8	TIGR	Annotation submitted by TIGR	2023/12/06	4128	4046	82	15994558;32245418
GCF_000002725.2	PRJNA15564	SAMEA3138173	na	representative genome	347515	5664	Leishmania major strain Friedlin	strain=Friedlin	na	latest	Complete Genome	Major	Full	2011/02/14	ASM272v2	Friedlin Consortium	GCA_000002725.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/725/GCF_000002725.2_ASM272v2	na	na	na	haploid	protozoa	32855089	32855089	59.500000	36	36	36	Friedlin Consortium	Annotation submitted by Friedlin Consortium	2017/06/18	9388	8316	976	22038252;16020728
GCF_000004695.1	PRJNA13925	SAMN02953606	AAFI00000000.2	representative genome	352472	44689	Dictyostelium discoideum AX4	strain=AX4	na	latest	Chromosome	Major	Full	2009/08/24	dicty_2.7	The Dictyostelium discoideum Sequencing Consortium	GCA_000004695.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/695/GCF_000004695.1_dicty_2.7	na	na	na	haploid	protozoa	34149409	34126409	22.500000	7	40	260	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023/04/03	13961	13289	507	10821186;9539429;12097910;15875012
GCF_000006425.1	PRJNA15585	na	AAEL00000000.1	representative genome	353151	237895	Cryptosporidium hominis TU502	strain=TU502	na	latest	Scaffold	Major	Full	2004/10/27	ASM642v1	Virginia Commonwealth University	GCA_000006425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/425/GCF_000006425.1_ASM642v1	na	na	na	haploid	protozoa	8743570	8743173	31.000000	8	1422	1422	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2012/09/13	3955	3885	70	15510150
GCF_000165345.1	PRJNA15586	SAMN02952908	AAEE00000000.1	representative genome	353152	5807	Cryptosporidium parvum Iowa II	na	Iowa type II	latest	Chromosome	Major	Full	2007/02/26	ASM16534v1	Univ. Minnesota	GCA_000165345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/345/GCF_000165345.1_ASM16534v1	na	na	na	haploid	protozoa	9102324	9087724	30.000000	8	8	18	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2012/09/13	3887	3805	81	15044751
GCF_000209125.1	PRJNA28615	SAMN02953643	AANV00000000.2	representative genome	370354	46681	Entamoeba dispar SAW760	strain=SAW760	na	latest	Scaffold	Major	Full	2008/01/16	JCVI_EDISG_1.0	TIGR	GCA_000209125.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/125/GCF_000209125.1_JCVI_EDISG_1.0	na	na	na	haploid	protozoa	30633164	30503664	24.000000	0	12258	13553	TIGR	Annotation submitted by TIGR	2023/12/21	8814	8811	0	na
GCF_000330505.1	PRJNA192909	SAMN02953644	AANW00000000.3	representative genome	370355	33085	Entamoeba invadens IP1	strain=IP1	na	latest	Scaffold	Major	Full	2013/01/03	EIA2 v2	TIGR	GCA_000330505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/330/505/GCF_000330505.1_EIA2_v2	na	na	na	haploid	protozoa	40878307	40496007	30.000000	0	1144	4967	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2013/03/27	12007	11997	0	na
GCF_000142945.1	PRJNA49677	SAMN02953670	AATU00000000.1	representative genome	403677	4787	Phytophthora infestans T30-4	strain=T30-4	na	latest	Scaffold	Major	Full	2009/06/17	ASM14294v1	Broad Institute	GCA_000142945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/142/945/GCF_000142945.1_ASM14294v1	na	assembly from type material	na	haploid	protozoa	228543505	190133476	51.000000	0	4921	18288	Broad Institute	Annotation submitted by Broad Institute	2024/01/26	19337	17797	923	na
GCF_000141845.1	PRJNA12726	na	na	na	412030	5888	Paramecium tetraurelia strain d4-2	strain=Stock d4-2	na	latest	Chromosome	Major	Partial	2004/07/08	ASM14184v1	Centre de Genetique Moleculaire, CNRS	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/141/845/GCF_000141845.1_ASM14184v1	partial	na	na	haploid	protozoa	984602	984602	27.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023/04/03	465	463	1	15296759
GCF_026262505.1	PRJNA938429	SAMN31107788	JAOSJJ000000000.1	representative genome	412133	5722	Trichomonas vaginalis G3	strain=G3	na	latest	Chromosome	Major	Full	2022/11/21	NYU_TvagG3_2	New York University	GCA_026262505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/262/505/GCF_026262505.1_NYU_TvagG3_2	na	na	na	haploid	protozoa	181466644	181427070	32.500000	6	218	218	New York University	Annotation submitted by New York University	2023/03/06	88188	72290	624	na
GCF_000002845.2	PRJNA19185	SAMEA2272271	CADA00000000.1	representative genome	420245	5660	Leishmania braziliensis MHOM/BR/75/M2904	strain=MHOM/BR/75/M2904	na	latest	Chromosome	Major	Full	2011/11/07	ASM284v2	The Sanger Institute	GCA_000002845.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/845/GCF_000002845.2_ASM284v2	na	na	na	haploid	protozoa	32068771	31987066	58.000000	35	138	138	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/07/09	8463	8160	101	17572675;22038252
GCF_000006405.1	PRJNA46451	SAMN02953677	AAXJ00000000.1	representative genome	423536	31276	Perkinsus marinus ATCC 50983	strain=ATCC 50983	na	latest	Scaffold	Major	Full	2009/06/12	JCVI_PMG_1.0	TIGR	GCA_000006405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/405/GCF_000006405.1_JCVI_PMG_1.0	na	na	na	haploid	protozoa	86605074	86045674	47.500000	0	17897	23491	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2012/09/12	29475	23474	5999	na
GCF_000002875.2	PRJNA19187	SAMEA3138175	CACT00000000.1	representative genome	435258	5671	Leishmania infantum JPCM5	strain=JPCM5	na	latest	Chromosome	Major	Full	2011/11/08	ASM287v2	The Sanger Institute	GCA_000002875.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/875/GCF_000002875.2_ASM287v2	na	na	na	haploid	protozoa	32122061	32102100	59.500000	36	76	76	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/07/16	8372	8150	131	17572675;22038252
GCF_000006515.1	PRJNA32283	SAMN02953683	AAZY00000000.2	representative genome	441375	5808	Cryptosporidium muris RN66	strain=RN66	na	latest	Scaffold	Major	Full	2008/07/23	JCVI-cmg-v1.0	TIGR	GCA_000006515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/515/GCF_000006515.1_JCVI_cmg_v1.0	na	na	na	haploid	protozoa	9245251	9238736	28.500000	0	84	97	TIGR	Annotation submitted by TIGR	2023/12/06	3976	3929	43	na
GCF_000142905.1	PRJNA274920	SAMN02953775	ADVD00000000.1	representative genome	461836	529818	Thecamonas trahens ATCC 50062	strain=ATCC 50062	na	latest	Scaffold	Major	Full	2010/06/17	TheTra_May2010	Broad Institute	GCA_000142905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/142/905/GCF_000142905.1_TheTra_May2010	na	na	na	haploid	protozoa	28680627	27862935	64.000000	0	131	1650	Broad Institute	Annotation submitted by Broad Institute	2024/02/16	10629	10515	114	na
GCF_002095265.1	PRJNA534284	SAMN05389972	MBFZ00000000.1	representative genome	462227	462227	Babesia sp. Xinjiang	strain=Xinjiang	na	latest	Scaffold	Major	Full	2017/04/18	B_xinjiang1.0	University of Melbourne	GCA_002095265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/095/265/GCF_002095265.1_B_xinjiang1.0	na	na	na	haploid	protozoa	8447544	8397783	44.000000	0	215	215	University of Melbourne	Annotation submitted by University of Melbourne	2019/04/25	3107	3066	40	27784333
GCF_000018645.1	PRJNA27839	na	na	na	464988	464988	Hemiselmis andersenii	strain=CCMP644	na	latest	Chromosome	Major	Partial	2008/04/24	ASM1864v1	Dalhousie University, Canada	GCA_000018645.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/645/GCF_000018645.1_ASM1864v1	partial	na	na	haploid	protozoa	571872	571872	25.000000	3	3	3	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2008/04/29	599	515	82	18474103;18077423
GCF_000165395.2	PRJNA20343	SAMN02953679	AAXT00000000.2	representative genome	484906	5865	Babesia bovis T2Bo	strain=T2Bo	na	latest	Chromosome	Major	Full	2021/05/26	ASM16539v2	The J. Craig Venter Institute	GCA_000165395.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/395/GCF_000165395.2_ASM16539v2	na	na	na	haploid	protozoa	8195476	8195476	41.500000	4	6	6	The J. Craig Venter Institute	Annotation submitted by The J. Craig Venter Institute	2022/11/03	3988	3959	29	33294524;17953480;33069745
GCF_000006565.2	PRJNA32719	SAMN00255192	ABPA00000000.2	representative genome	508771	5811	Toxoplasma gondii ME49	strain=ME49	na	latest	Chromosome	Major	Full	2013/08/02	TGA4	J. Craig Venter Institute	GCA_000006565.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/565/GCF_000006565.2_TGA4	na	na	na	haploid	protozoa	65633124	65430047	52.500000	14	2276	2507	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023/04/03	8925	8318	607	na
GCF_000150955.2	PRJNA33251	SAMN02953727	ABQD00000000.1	representative genome	556484	2850	Phaeodactylum tricornutum CCAP 1055/1	strain=CCAP 1055/1	na	latest	Chromosome	Major	Full	2008/12/12	ASM15095v2	Diatom Consortium	GCA_000150955.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/955/GCF_000150955.2_ASM15095v2	na	na	na	haploid	protozoa	27450724	27017695	49.000000	33	88	179	Diatom Consortium	Annotation submitted by Diatom Consortium	2017/06/18	10398	10392	0	18923393
GCF_000208865.1	PRJNA172444	SAMEA2272006	na	representative genome	572307	29176	Neospora caninum Liverpool	strain=Liverpool	na	latest	Chromosome	Major	Full	2011/03/02	ASM20886v2	Wellcome Trust Sanger Institute	GCA_000208865.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/865/GCF_000208865.1_ASM20886v2	na	na	na	haploid	protozoa	57547420	57524120	55.000000	14	14	14	Wellcome Trust Sanger Institute	Annotation submitted by Wellcome Trust Sanger Institute	2018/03/29	7084	6933	141	na
GCF_001602025.1	PRJNA329100	SAMN04053639	LVLB00000000.1	representative genome	647221	647221	Plasmodium gaboni	strain=SY75	na	latest	Chromosome	Major	Full	2016/04/08	ASM160202v1	UPENNBL	GCA_001602025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/602/025/GCF_001602025.1_ASM160202v1	na	na	na	haploid	protozoa	20356150	19937423	18.000000	14	832	832	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2016/10/21	5429	5196	145	27002652
GCF_000004825.1	PRJNA46447	SAMN02953767	ADBJ00000000.1	representative genome	670386	2086695	Heterostelium album PN500	strain=PN500	na	latest	Scaffold	Major	Full	2010/01/29	PolPal_Dec2009	Leibniz Institute for Age Research - Fritz Lipmann Institute	GCA_000004825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/825/GCF_000004825.1_PolPal_Dec2009	na	na	na	haploid	protozoa	32970186	32968086	32.000000	1	43	64	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023/04/03	12590	12336	254	21757610
GCF_000210295.1	PRJNA260635	SAMEA2272188	na	na	679716	5691	Trypanosoma brucei gambiense DAL972	strain=Dal 972 clone 1 (MHOM/CI/86/DAL972)	na	latest	Chromosome	Major	Full	2009/10/14	ASM21029v1	Wellcome Trust Sanger Institute	GCA_000210295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/295/GCF_000210295.1_ASM21029v1	na	na	na	haploid	protozoa	22148088	22110773	47.000000	11	11	11	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/07/03	9930	9821	65	na
GCF_000151545.1	PRJNA280969	SAMN02981252	ADCG00000000.2	representative genome	695850	101203	Saprolegnia parasitica CBS 223.65	strain=CBS 223.65	na	latest	Scaffold	Major	Full	2014/05/29	ASM15154v2	Broad Institute	GCA_000151545.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/545/GCF_000151545.1_ASM15154v2	na	na	na	haploid	protozoa	53093248	48138513	58.500000	0	1442	4125	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/04/22	20435	20121	247	23785293
GCF_000247585.1	PRJNA259235	SAMN02981373	AGFV00000000.2	representative genome	761204	4792	Phytophthora nicotianae INRA-310	strain=INRA-310	na	latest	Scaffold	Major	Full	2013/12/19	PP_INRA-310_V2	Broad Institute	GCA_000247585.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/585/GCF_000247585.1_PP_INRA-310_V2	na	na	na	haploid	protozoa	82389172	53871265	49.500000	0	708	8791	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2014/08/27	23240	23121	88	na
GCF_001865345.1	PRJNA534291	SAMN02768023	LRBP00000000.1	representative genome	857276	857276	Cryptosporidium ubiquitum	na	39726	latest	Scaffold	Major	Full	2016/11/03	ASM186534v1	CDC	GCA_001865345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/345/GCF_001865345.1_ASM186534v1	na	na	na	haploid	protozoa	8970213	8968680	31.000000	0	39	39	CDC	Annotation submitted by CDC	2019/04/25	3766	3766	0	na
GCF_000740895.1	PRJNA260532	SAMD00067076	na	representative genome	869250	68886	Theileria orientalis strain Shintoku	strain=Shintoku	na	latest	Complete Genome	Major	Full	2012/09/05	ASM74089v1	Research Center for Zoonosis Control, Hokkaido University	GCA_000740895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/895/GCF_000740895.1_ASM74089v1	na	na	na	haploid	protozoa	8983596	8983596	41.500000	4	4	4	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/07/09	4058	4002	56	22951932
GCF_900097015.1	PRJNA531682	SAMEA2797513	OEYY00000000.1	representative genome	880535	880535	Plasmodium sp. gorilla clade G2	na	na	latest	Chromosome	Major	Full	2018/03/27	PADLG01	WTSI	GCA_900097015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/097/015/GCF_900097015.1_PADLG01	na	na	na	haploid	protozoa	22190694	22190294	18.500000	14	82	82	WTSI	Annotation submitted by WTSI	2020/09/19	5565	5320	152	na
GCF_000315625.1	PRJNA223305	SAMN00116900	AEIE00000000.1	representative genome	905079	55529	Guillardia theta CCMP2712	strain=CCMP2712	na	latest	Scaffold	Major	Full	2012/12/05	Guith1	JGI	GCA_000315625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/625/GCF_000315625.1_Guith1	na	na	na	haploid	protozoa	87145349	83457412	53.000000	0	669	5126	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2014/04/24	24923	24798	124	na
GCF_000234665.1	PRJNA172192	SAMEA2272796	CADB00000000.1	representative genome	929439	5665	Leishmania mexicana MHOM/GT/2001/U1103	strain=MHOM/GT/2001/U1103	na	latest	Chromosome	Major	Full	2011/11/08	ASM23466v4	Wellcome Trust Sanger Institute	GCA_000234665.4	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/234/665/GCF_000234665.1_ASM23466v4	na	na	na	haploid	protozoa	32108741	32074854	60.000000	34	588	588	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/07/03	8249	8147	0	22038252
GCF_000743755.1	PRJNA297976	SAMN02949638	JPUL00000000.2	representative genome	944170	944170	Blastocystis sp. subtype 4	strain=WR1	na	latest	Scaffold	Major	Full	2014/09/29	ASM74375v1	Clermont Universite, Universite Blaise Pascal, CNRS UMR 6023	GCA_000743755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/743/755/GCF_000743755.1_ASM74375v1	na	na	na	haploid	protozoa	12919355	12917913	39.500000	0	1301	1301	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/11/10	5707	5707	0	26484170
GCF_000257125.1	PRJNA257309	SAMN00737870	AGBL00000000.1	representative genome	1076696	412467	Entamoeba nuttalli P19	strain=P19	na	latest	Scaffold	Major	Full	2012/09/27	ENU1 v1	J. Craig Venter Institute	GCA_000257125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/125/GCF_000257125.1_ENU1_v1	na	na	na	haploid	protozoa	14399953	14351590	25.000000	0	5233	6278	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2014/08/15	6193	6187	6	na
GCF_000240725.1	PRJNA224372	SAMN02981382	AGNI00000000.1	representative genome	1093141	72520	Nannochloropsis gaditana CCMP526	strain=CCMP526	na	latest	Scaffold	Major	Full	2012/01/04	ASM24072v1	Colorado School of Mines	GCA_000240725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/725/GCF_000240725.1_ASM24072v1	na	na	na	haploid	protozoa	33986952	30348114	54.500000	0	1883	5619	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/04/07	3465	3461	0	22353717
GCF_000321355.1	PRJNA187987	SAMD00016567	BAEJ00000000.1	representative genome	1120755	5827	Plasmodium cynomolgi strain B	strain=B	na	latest	Chromosome	Major	Full	2012/06/07	PcynB_1.0	Osaka University	GCA_000321355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/355/GCF_000321355.1_PcynB_1.0	na	na	na	haploid	protozoa	26181343	25338590	40.500000	14	1663	3341	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2013/04/25	5776	5716	60	22863735
GCF_000691945.2	PRJEA172341	SAMEA3139016	na	representative genome	1133968	5868	Babesia microti strain RI	strain=RI	na	latest	Chromosome	Major	Full	2015/07/30	ASM69194v2	Centre National de Sequencage GENOSCOPE	GCA_000691945.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/945/GCF_000691945.2_ASM69194v2	na	na	na	haploid	protozoa	6395281	6395181	36.500000	4	4	4	Centre National de Sequencage GENOSCOPE	Annotation submitted by Centre National de Sequencage GENOSCOPE	2023/04/04	3685	3601	84	24023759;22833609;27752055
GCF_000281045.1	PRJNA255245	SAMN02981407	AIJL00000000.1	representative genome	1156394	112098	Saprolegnia diclina VS20	strain=VS20	na	latest	Scaffold	Major	Full	2013/02/22	Sap_diclina_VS20_V1	Broad Institute	GCA_000281045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/045/GCF_000281045.1_Sap_diclina_VS20_V1	na	na	na	haploid	protozoa	62885792	40460948	58.500000	0	390	3878	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2014/07/29	17448	17359	73	na
GCF_000524495.1	PRJNA257224	SAMN01737341	AMYR00000000.1	representative genome	1237626	52288	Plasmodium inui San Antonio 1	strain=San Antonio 1	na	latest	Scaffold	Major	Full	2014/01/31	Plas_inui_San_Antonio_1_V1	Broad Institute	GCA_000524495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/524/495/GCF_000524495.1_Plas_inui_San_Antonio_1_V1	na	na	na	haploid	protozoa	27405027	26201470	42.000000	0	323	1862	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2014/08/08	5879	5832	47	na
GCF_000313135.1	PRJNA193615	SAMN02953809	AHJI00000000.1	representative genome	1257118	5755	Acanthamoeba castellanii str. Neff	strain=Neff	na	latest	Scaffold	Major	Full	2013/01/09	Acastellanii.strNEFF v1	JCVI	GCA_000313135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/135/GCF_000313135.1_Acastellanii.strNEFF_v1	na	na	na	haploid	protozoa	42019824	39443577	58.500000	0	384	3192	JCVI	Annotation submitted by JCVI	2021/10/07	15650	14968	0	23375108
GCF_000787575.1	PRJNA280978	SAMD00019534	BAUZ00000000.1	representative genome	1410327	361139	Acytostelium subglobosum LB1	strain=LB1	na	latest	Scaffold	Major	Full	2014/12/22	Asub_2.0	University of Tsukuba	GCA_000787575.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/787/575/GCF_000787575.1_Asub_2.0	na	na	na	haploid	protozoa	31002963	30977031	44.000000	0	106	371	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015/06/15	12682	12682	0	25758444
GCF_000342415.1	PRJNA206995	SAMN02953758	ACOU00000000.1	representative genome	1537102	5872	Theileria equi strain WA	strain=WA	na	latest	Chromosome	Major	Full	2012/12/11	JCVI-bewag-v1.1	J. Craig Venter Institute	GCA_000342415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/342/415/GCF_000342415.1_JCVI-bewag-v1.1	na	na	na	haploid	protozoa	11617598	11617598	39.500000	4	10	10	J. Craig Venter Institute	Annotation submitted by J. Craig Venter Institute	2018/06/02	5396	5327	65	23137308
