##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_001039355.2	PRJNA293030	SAMN03770811	LFEI00000000.2	representative genome	7574	7574	Lingula anatina	na	Amm_Jpn	latest	Scaffold	Major	Full	2018/01/26	LinAna2.0	Okinawa Institute of Science and Technology Graduate University (OIST)	GCA_001039355.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/355/GCF_001039355.2_LinAna2.0	na	na	na	haploid	invertebrate	406282338	388995278	36.500000	0	2677	2677	NCBI RefSeq	NCBI Lingula anatina Annotation Release 101	2018/02/06	30208	27068	2997	26383154
GCF_902459465.1	PRJNA626669	SAMEA994741	CABPRM000000000.3	representative genome	7604	7604	Asterias rubens	na	na	latest	Chromosome	Major	Full	2020/02/12	eAstRub1.3	SC	GCA_902459465.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/459/465/GCF_902459465.1_eAstRub1.3	na	na	na	haploid	invertebrate	417601740	417453600	39.000000	22	150	150	NCBI RefSeq	NCBI Asterias rubens Annotation Release 100	2020/04/21	19938	16079	3498	na
GCF_015342785.2	PRJNA889359	SAMN15609743	JADFUK000000000.2	representative genome	7653	7653	Lytechinus pictus	na	DCL-2020	latest	Chromosome	Major	Full	2023/03/08	UCSD_Lpic_2.1	University of North Carolina Wilmington	GCA_015342785.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/342/785/GCF_015342785.2_UCSD_Lpic_2.1	na	na	na	haploid	invertebrate	999463329	998453322	36.000000	19	1307	1307	NCBI RefSeq	GCF_015342785.2-RS_2023_03	2023/03/31	30773	24732	4353	33769486
GCF_018143015.1	PRJNA729485	SAMN15823010	JAFCXN000000000.1	representative genome	7654	7654	Lytechinus variegatus	na	NC3	latest	Chromosome	Major	Full	2021/04/29	Lvar_3.0	Duke University	GCA_018143015.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/143/015/GCF_018143015.1_Lvar_3.0	na	na	na	haploid	invertebrate	869582435	869401435	36.500000	19	32	32	NCBI RefSeq	NCBI Lytechinus variegatus Annotation Release 100	2021/05/12	26814	22667	3647	32433766;29660476
GCF_000002235.5	PRJNA13728	SAMN00829422	AAGJ00000000.6	representative genome	7668	7668	Strongylocentrotus purpuratus	na	Spur 01	latest	Scaffold	Major	Full	2019/09/06	Spur_5.0	Baylor College of Medicine	GCA_000002235.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/235/GCF_000002235.5_Spur_5.0	na	na	na	haploid	invertebrate	921840143	921502643	37.500000	0	870	870	NCBI RefSeq	NCBI Strongylocentrotus purpuratus Annotation Release 102	2019/09/18	33503	27447	5500	7515499;3172215;8392708;17095691
GCF_000224145.3	PRJNA187185	na	EAAA00000000.1	representative genome	7719	7719	Ciona intestinalis	na	na	latest	Chromosome	Minor	Full	2013/09/17	KH	Department of Zoology, Graduate School of Science; Sakyo-ku, Kyoto	GCA_000224145.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/145/GCF_000224145.3_KH	na	na	na	haploid	invertebrate	115212710	112149200	35.500000	14	1279	6373	NCBI RefSeq	NCBI Ciona intestinalis Annotation Release 104	2018/10/16	16363	13726	2571	17640763;25955391;18854010
GCF_013122585.1	PRJNA699607	SAMN10977492	SJEG00000000.2	representative genome	7725	7725	Styela clava	na	OUC-MLS-2016-MISD03-12-06	latest	Scaffold	Major	Full	2021/02/02	ASM1312258v2	Ocean University of China	GCA_013122585.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/122/585/GCF_013122585.1_ASM1312258v2	na	na	na	haploid	invertebrate	340475108	340419308	35.500000	0	210	210	NCBI RefSeq	NCBI Styela clava Annotation Release 100	2021/02/08	23364	19966	3285	24572017;32531855
GCF_000003815.2	PRJNA33245	SAMN02953694	ABEP00000000.3	representative genome	7739	7739	Branchiostoma floridae	strain=S238N-H82	na	latest	Chromosome	Major	Full	2020/04/29	Bfl_VNyyK	DOE Joint Genome Institute	GCA_000003815.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/815/GCF_000003815.2_Bfl_VNyyK	na	na	na	haploid	invertebrate	513445848	487113852	41.500000	19	431	431	NCBI RefSeq	NCBI Branchiostoma floridae Annotation Release 100	2020/08/11	29857	26689	3042	9252184;18563158;10331267;32313176;12064241
GCF_001625305.1	PRJNA358734	SAMN04869859	AYSS00000000.1	representative genome	7741	7741	Branchiostoma belcheri	breed=outbred	BF01	latest	Scaffold	Major	Full	2016/04/21	Haploidv18h27	Sun Yat-sen University	GCA_001625305.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/305/GCF_001625305.1_Haploidv18h27	na	na	na	haploid	invertebrate	426108443	420581287	41.500000	0	2307	20263	NCBI RefSeq	NCBI Branchiostoma belcheri Annotation Release 100	2016/12/23	26869	23868	1625	25523484
GCF_000003605.2	PRJNA42857	SAMN00102747	ACQM00000000.1	representative genome	10224	10224	Saccoglossus kowalevskii	na	na	latest	Scaffold	Minor	Full	2009/09/09	Skow_1.1	Baylor College of Medicine	GCA_000003605.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/605/GCF_000003605.2_Skow_1.1	na	na	na	haploid	invertebrate	775823358	642206655	36.000000	0	54119	135720	NCBI RefSeq	NCBI Saccoglossus kowalevskii Annotation Release 101	2014/02/03	21850	20935	678	na
GCF_000150275.1	PRJNA30931	SAMN02953699	ABGP00000000.1	representative genome	10228	10228	Trichoplax adhaerens	strain=Grell-BS-1999	na	latest	Scaffold	Major	Full	2008/06/17	v1.0	US DOE Joint Genome Institute (JGI-PGF)	GCA_000150275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/275/GCF_000150275.1_v1.0	na	na	na	haploid	invertebrate	105631681	94749416	32.500000	0	1414	3217	US DOE Joint Genome Institute (JGI-PGF)	Annotation submitted by US DOE Joint Genome Institute (JGI-PGF)	2024/02/16	11304	11304	0	18719581
GCF_000143395.1	PRJNA279976	SAMN02953774	ADTU00000000.1	representative genome	12957	12957	Atta cephalotes	na	na	latest	Scaffold	Major	Full	2010/07/06	Attacep1.0	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000143395.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/395/GCF_000143395.1_Attacep1.0	na	na	na	haploid	invertebrate	317671980	281103936	32.500000	0	2835	30795	NCBI RefSeq	NCBI Atta cephalotes Annotation Release 100	2015/04/01	11011	10491	92	21347285
GCF_018135715.1	PRJNA1036715	SAMN16239029	JAEQBL000000000.1	representative genome	13037	13037	Danaus plexippus	na	na	latest	Chromosome	Major	Full	2021/04/26	MEX_DaPlex	Langebio / CINVESTAV	GCA_018135715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/135/715/GCF_018135715.1_MEX_DaPlex	na	na	na	haploid	invertebrate	245173502	245169302	32.000000	30	66	66	NCBI RefSeq	GCF_018135715.1-RS_2023_11	2023/11/16	14790	12804	1839	34172835
GCF_029227915.1	PRJNA981174	SAMN33320524	JARBIS000000000.2	representative genome	13093	13093	Hydractinia symbiolongicarpus	strain=clone_291-10	na	latest	Chromosome	Major	Full	2023/06/05	HSymV2.1	University of Vienna	GCA_029227915.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/227/915/GCF_029227915.1_HSymV2.1	na	na	na	haploid	invertebrate	480922349	480777349	36.000000	15	78	78	NCBI RefSeq	GCF_029227915.1-RS_2023_06	2023/06/08	50843	20492	29783	na
GCF_001856785.1	PRJNA397782	SAMN04909046	LXJY00000000.1	representative genome	13164	13164	Myzus persicae	strain=clone G006	na	latest	Scaffold	Major	Full	2016/09/19	MPER_G0061.0	IAGC	GCA_001856785.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/785/GCF_001856785.1_MPER_G0061.0	na	na	na	haploid	invertebrate	347296088	345459719	30.000000	0	4020	4020	NCBI RefSeq	NCBI Myzus persicae Annotation Release 100	2017/08/10	17052	15006	1346	na
GCF_024362695.1	PRJNA865299	SAMN25818887	JAMDNT000000000.1	representative genome	13191	13191	Pectinophora gossypiella	na	na	latest	Chromosome	Major	Full	2022/07/22	ilPecGoss1.1	United States Department of Agriculture	GCA_024362695.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/362/695/GCF_024362695.1_ilPecGoss1.1	na	na	na	haploid	invertebrate	476494545	476485531	38.500000	30	151	151	NCBI RefSeq	NCBI Pectinophora gossypiella Annotation Release 100	2022/08/05	16460	14107	2252	25231711
GCF_015586225.1	PRJNA680594	SAMN13896454	JADFTR000000000.1	representative genome	13632	13632	Lucilia sericata	na	MDLA Ls3-8-SP2	latest	Contig	Major	Full	2020/11/18	ASM1558622v1	North Carolina State University	GCA_015586225.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/586/225/GCF_015586225.1_ASM1558622v1	na	na	na	haploid	invertebrate	565289533	565289533	31.000000	0	4370	4370	NCBI RefSeq	NCBI Lucilia sericata Annotation Release 100	2020/11/24	17047	14704	1709	18380659
GCF_016802725.1	PRJNA700639	SAMN17294113	JAEQMK000000000.1	representative genome	13686	13686	Solenopsis invicta	na	M01_SB	latest	Chromosome	Major	Full	2021/02/03	UNIL_Sinv_3.0	University of Lausanne	GCA_016802725.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/802/725/GCF_016802725.1_UNIL_Sinv_3.0	na	na	na	haploid	invertebrate	378101515	374244835	36.000000	16	219	219	NCBI RefSeq	NCBI Solenopsis invicta Annotation Release 104	2021/02/09	16996	14790	1819	na
GCF_017312705.1	PRJNA752636	SAMD00276454	BOPN00000000.1	representative genome	27405	27405	Penaeus japonicus	na	Ginoza2017	latest	Scaffold	Major	Full	2021/02/12	Mj_TUMSAT_v1.0	Laboratory of Genome Science Graduate School of Marine Science and Technology, Tokyo University of Marine Science and Technology	GCA_017312705.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/312/705/GCF_017312705.1_Mj_TUMSAT_v1.0	na	na	na	haploid	invertebrate	1704994957	1669103626	34.500000	0	18210	18210	NCBI RefSeq	NCBI Penaeus japonicus Annotation Release 100	2021/08/11	26131	22301	3420	15791487
GCF_026875155.1	PRJNA923327	SAMN31875550	JAPQEV000000000.1	representative genome	27406	27406	Cherax quadricarinatus	na	HC-2022	latest	Chromosome	Major	Full	2022/12/14	ASM2687515v2	Zhejiang Academy of Agricultural Sciences	GCA_026875155.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/875/155/GCF_026875155.1_ASM2687515v2	na	na	na	haploid	invertebrate	5247605071	5221069959	42.000000	100	46552	46552	NCBI RefSeq	GCF_026875155.1-RS_2023_01	2023/01/17	22681	18152	3068	na
GCF_032173495.1	PRJNA1046533	SAMN36775236	JAUZEB000000000.1	representative genome	27455	27455	Musca vetustissima	ecotype=Yass	MV318-11	latest	Contig	Major	Full	2023/09/28	APGP_CSIRO_Mvet_v1	CSIRO Applied Genomics Initiative	GCA_032173495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/173/495/GCF_032173495.1_APGP_CSIRO_Mvet_v1	na	na	na	haploid	invertebrate	850573461	850573461	34.500000	0	17348	17348	NCBI RefSeq	GCF_032173495.1-RS_2023_11	2023/11/30	18060	15949	1738	na
GCF_023373825.1	PRJNA851394	SAMN24567582	JAKCWC000000000.1	representative genome	27457	27457	Bactrocera dorsalis	na	Fly_Bdor	latest	Chromosome	Major	Full	2022/05/16	ASM2337382v1	CAS Center for Excellence in Molecular Plant Sciences	GCA_023373825.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/373/825/GCF_023373825.1_ASM2337382v1	na	na	na	haploid	invertebrate	530310706	529768706	36.500000	6	586	586	NCBI RefSeq	NCBI Bactrocera dorsalis Annotation Release 103	2022/06/23	17486	14607	1961	na
GCF_013340165.1	PRJNA670404	SAMN13521054	WWNF00000000.1	representative genome	28584	28584	Drosophila suzukii	strain=WT3_2.0	na	latest	Chromosome	Major	Full	2020/06/15	LBDM_Dsuz_2.1.pri	Institut de Biologie du Developpement de Marseille	GCA_013340165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/340/165/GCF_013340165.1_LBDM_Dsuz_2.1.pri	na	na	na	haploid	invertebrate	268012156	268012156	40.500000	6	546	546	NCBI RefSeq	NCBI Drosophila suzukii Annotation Release 102	2020/10/22	17539	15567	1827	na
GCF_028408465.1	PRJNA940137	SAMN25644084	JAKYJY000000000.1	representative genome	28586	28586	Anastrepha ludens	na	Willacy	latest	Chromosome	Major	Full	2023/02/06	idAnaLude1.1	United States Department of Agriculture	GCA_028408465.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/408/465/GCF_028408465.1_idAnaLude1.1	na	na	na	haploid	invertebrate	820766187	820763787	37.000000	7	140	140	NCBI RefSeq	GCF_028408465.1-RS_2023_03	2023/03/07	17305	14586	2031	na
GCF_028554725.1	PRJNA941922	SAMN31932898	JAQFWH000000000.1	representative genome	28588	28588	Zeugodacus cucurbitae	na	PBARC_wt_2022May	latest	Chromosome	Major	Full	2023/02/09	idZeuCucr1.2	United States Department of Agriculture	GCA_028554725.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/554/725/GCF_028554725.1_idZeuCucr1.2	na	na	na	haploid	invertebrate	439243742	439243442	35.500000	7	55	55	NCBI RefSeq	GCF_028554725.1-RS_2023_03	2023/03/08	17725	13888	2672	na
GCF_013731165.1	PRJNA666774	SAMN05388941	JABWGP000000000.1	representative genome	28610	28610	Rhagoletis pomonella	na	Grant_MI	latest	Scaffold	Major	Full	2020/06/18	Rhpom_1.0	University of Illinois at Urbana-Champaign	GCA_013731165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/731/165/GCF_013731165.1_Rhpom_1.0	na	na	na	haploid	invertebrate	1223288327	1125245627	36.000000	0	32060	114121	NCBI RefSeq	NCBI Rhagoletis pomonella Annotation Release 100	2020/10/02	25184	21904	2568	na
GCF_001687245.2	PRJNA331175	SAMN04977950	LYWK00000000.1	representative genome	28612	28612	Rhagoletis zephyria	na	East Lansing	latest	Scaffold	Minor	Full	2016/07/19	Rhagoletis_zephyria_1.1	University of Illinois at Urbana-Champaign	GCA_001687245.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/245/GCF_001687245.2_Rhagoletis_zephyria_1.1	na	na	na	haploid	invertebrate	1109796908	1041293135	36.500000	0	84794	135237	NCBI RefSeq	NCBI Rhagoletis zephyria Annotation Release 100	2016/07/29	28476	24741	2877	na
GCF_018153835.1	PRJNA728747	SAMN16729698	JAECYE000000000.1	representative genome	29029	29029	Drosophila eugracilis	na	14026-0451.02	latest	Contig	Major	Full	2021/04/28	ASM1815383v1	Stanford University	GCA_018153835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/153/835/GCF_018153835.1_ASM1815383v1	na	na	na	haploid	invertebrate	164811307	164811307	40.500000	0	2158	2158	NCBI RefSeq	NCBI Drosophila eugracilis Annotation Release 102	2021/05/25	15386	14275	830	34279216
GCF_018152695.1	PRJNA728747	SAMN16729628	JAECXN000000000.1	representative genome	29030	29030	Drosophila takahashii	na	IR98-3 E-12201	latest	Contig	Major	Full	2021/04/28	ASM1815269v1	Stanford University	GCA_018152695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/695/GCF_018152695.1_ASM1815269v1	na	na	na	haploid	invertebrate	165528346	165528346	40.000000	0	122	122	NCBI RefSeq	NCBI Drosophila takahashii Annotation Release 102	2021/10/14	15855	14930	835	34279216
GCF_024763615.1	PRJNA967363	SAMN15793614	JANPWV000000000.1	representative genome	29031	29031	Phlebotomus papatasi	na	M1	latest	Chromosome	Major	Full	2022/08/30	Ppap_2.1	Baylor College of Medicine	GCA_024763615.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/763/615/GCF_024763615.1_Ppap_2.1	na	na	na	haploid	invertebrate	351607531	351255531	34.000000	5	645	645	NCBI RefSeq	GCF_024763615.1-RS_2023_05	2023/05/04	12663	11610	995	26381614
GCF_000648655.2	PRJNA297581	SAMN02265491	JBOX00000000.2	representative genome	29053	29053	Copidosoma floridanum	na	CFLO.00-Male	latest	Scaffold	Major	Full	2017/12/12	Cflo_2.0	The i5k Initiative	GCA_000648655.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/655/GCF_000648655.2_Cflo_2.0	na	na	na	haploid	invertebrate	553956141	503815983	36.000000	0	4840	31515	NCBI RefSeq	NCBI Copidosoma floridanum Annotation Release 101	2017/12/22	12932	12143	607	na
GCF_023701775.1	PRJNA859146	SAMN14539870	JAHDYT000000000.1	representative genome	29058	29058	Helicoverpa armigera	strain=SCD	na	latest	Chromosome	Major	Full	2022/06/10	HaSCD2	Nanjing Agricultural University	GCA_023701775.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/701/775/GCF_023701775.1_HaSCD2	na	na	na	haploid	invertebrate	356670323	356663232	36.500000	31	41	41	NCBI RefSeq	NCBI Helicoverpa armigera Annotation Release 101	2022/07/22	17079	14962	2093	20958224;35007400
GCF_902806645.1	PRJNA629593	SAMEA6259236	CADCXH000000000.1	representative genome	29159	29159	Crassostrea gigas	na	na	latest	Chromosome	Major	Full	2020/02/19	cgigas_uk_roslin_v1	THE ROSLIN INSTITUTE	GCA_902806645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/806/645/GCF_902806645.1_cgigas_uk_roslin_v1	na	na	na	haploid	invertebrate	647887097	647867330	33.500000	10	236	236	NCBI RefSeq	NCBI Crassostrea gigas Annotation Release 102	2020/05/04	38296	31371	6837	na
GCF_011750605.1	PRJNA622241	SAMN13899428	DULD00000000.1	representative genome	30019	30019	Drosophila busckii	strain=San Diego stock center, stock number 13000-0081.31	na	latest	Chromosome	Major	Full	2020/03/26	ASM1175060v1	Max Planck Institute of Immunobiology and Epigenetics	GCA_011750605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/750/605/GCF_011750605.1_ASM1175060v1	na	na	na	haploid	invertebrate	118492362	117352334	39.000000	6	94	94	NCBI RefSeq	NCBI Drosophila busckii Annotation Release 101	2020/03/31	13311	12712	569	31601616
GCF_018152505.1	PRJNA728747	SAMN16729630	JAECXL000000000.1	representative genome	30023	30023	Drosophila elegans	na	14027-0461.03	latest	Contig	Major	Full	2021/04/28	ASM1815250v1	Stanford University	GCA_018152505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/505/GCF_018152505.1_ASM1815250v1	na	na	na	haploid	invertebrate	178445117	178445117	39.500000	0	720	720	NCBI RefSeq	NCBI Drosophila elegans Annotation Release 102	2021/05/18	15345	14058	1170	34279216
GCF_018152265.1	PRJNA728747	SAMN16729631	JAECXK000000000.1	representative genome	30025	30025	Drosophila ficusphila	na	14025-0441.05	latest	Contig	Major	Full	2021/04/28	ASM1815226v1	Stanford University	GCA_018152265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/265/GCF_018152265.1_ASM1815226v1	na	na	na	haploid	invertebrate	167832931	167832931	41.000000	0	838	838	NCBI RefSeq	NCBI Drosophila ficusphila Annotation Release 102	2021/08/20	15751	14394	1203	34279216
GCF_018152535.1	PRJNA728747	SAMN16729629	JAECXM000000000.1	representative genome	30033	30033	Drosophila kikkawai	na	14028-0561.14	latest	Contig	Major	Full	2021/04/28	ASM1815253v1	Stanford University	GCA_018152535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/535/GCF_018152535.1_ASM1815253v1	na	na	na	haploid	invertebrate	188799863	188799863	41.000000	0	449	449	NCBI RefSeq	NCBI Drosophila kikkawai Annotation Release 102	2021/05/20	15922	14761	1006	34279216
GCF_017562075.2	PRJNA719141	SAMN14825642	JADFFO000000000.1	representative genome	30066	30066	Anopheles merus	strain=MAF	na	latest	Chromosome	Minor	Full	2021/03/24	AmerM5.1	Virginia Tech	GCA_017562075.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/562/075/GCF_017562075.2_AmerM5.1	na	na	na	haploid	invertebrate	294364394	294337294	44.000000	5	1327	1327	NCBI RefSeq	NCBI Anopheles merus Annotation Release 100	2021/06/01	16199	13794	1994	na
GCF_013141755.1	PRJNA661063	SAMN14792744	JABEOT000000000.1	representative genome	30069	30069	Anopheles stephensi	strain=Indian	na	latest	Chromosome	Major	Full	2020/06/09	UCI_ANSTEP_V1.0	University of California Irvine	GCA_013141755.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/141/755/GCF_013141755.1_UCI_ANSTEP_V1.0	na	na	na	haploid	invertebrate	243460342	243451842	45.000000	4	494	494	NCBI RefSeq	NCBI Anopheles stephensi Annotation Release 100	2020/09/03	15394	12692	2495	na
GCF_910591885.1	PRJNA839043	SAMEA7520487	CAJUYY000000000.2	representative genome	30195	30195	Bombus terrestris	na	na	latest	Chromosome	Major	Full	2022/02/09	iyBomTerr1.2	WELLCOME SANGER INSTITUTE	GCA_910591885.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/910/591/885/GCF_910591885.1_iyBomTerr1.2	na	na	na	haploid	invertebrate	392962041	392948208	38.500000	18	249	249	NCBI RefSeq	NCBI Bombus terrestris Annotation Release 103	2022/05/20	13398	10310	2940	na
GCF_010416935.1	PRJNA761675	SAMN09724720	QUOI00000000.1	representative genome	30207	30207	Polistes fuscatus	na	324	latest	Scaffold	Major	Full	2020/02/11	CU_Pfus_HIC	Cornell University	GCA_010416935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/416/935/GCF_010416935.1_CU_Pfus_HIC	na	na	na	haploid	invertebrate	219116742	214680644	32.500000	0	187	187	NCBI RefSeq	NCBI Polistes fuscatus Annotation Release 100	2021/09/09	13634	10694	2729	31980529
GCF_014466175.1	PRJNA761702	SAMN15507680	JACSDY000000000.1	representative genome	30213	30213	Vespula pensylvanica	na	Volc-1	latest	Chromosome	Major	Full	2020/09/09	ASM1446617v1	University of Otago	GCA_014466175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/466/175/GCF_014466175.1_ASM1446617v1	na	na	na	haploid	invertebrate	179370016	178925065	34.500000	25	222	222	NCBI RefSeq	NCBI Vespula pensylvanica Annotation Release 100	2021/09/09	11390	9936	1433	32859687
GCF_010183535.1	PRJNA933661	SAMN13028143	WUAV00000000.1	representative genome	31234	31234	Caenorhabditis remanei	strain=PX506	na	latest	Chromosome	Major	Full	2020/02/10	CRPX506	University of Oregon	GCA_010183535.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/183/535/GCF_010183535.1_CRPX506	na	na	na	haploid	invertebrate	130466896	130460496	38.000000	6	186	186	University of Oregon	Annotation submitted by University of Oregon	2023/02/16	26296	26177	0	na
GCF_019457755.1	PRJNA759270	SAMN19659032	JAHMHP000000000.1	representative genome	32260	32260	Venturia canescens	na	UGA	latest	Chromosome	Major	Full	2021/08/09	ASM1945775v1	USDA-ARS	GCA_019457755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/457/755/GCF_019457755.1_ASM1945775v1	na	na	na	haploid	invertebrate	290760430	290757130	39.500000	11	67	67	NCBI RefSeq	NCBI Venturia canescens Annotation Release 100	2021/08/31	14009	11831	2028	na
GCF_000239435.1	PRJNA315122	SAMEA2272276	CAEY00000000.1	representative genome	32264	32264	Tetranychus urticae	strain=London	na	latest	Scaffold	Major	Full	2011/12/20	ASM23943v1	DOE Joint Genome Institute	GCA_000239435.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/435/GCF_000239435.1_ASM23943v1	na	na	na	haploid	invertebrate	90815494	89600102	32.500000	0	640	2035	NCBI RefSeq	NCBI Tetranychus urticae Annotation Release 101	2018/05/07	14185	11686	2272	18408150
GCF_020080835.1	PRJNA772161	SAMN18340714	JAHXZJ000000000.1	representative genome	32391	32391	Cotesia glomerata	na	CgM1	latest	Chromosome	Major	Full	2021/09/24	MPM_Cglom_v2.3	Milwaukee Public Museum	GCA_020080835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/080/835/GCF_020080835.1_MPM_Cglom_v2.3	na	na	na	haploid	invertebrate	288846213	288714513	31.000000	10	3354	3354	NCBI RefSeq	NCBI Cotesia glomerata Annotation Release 100	2021/10/19	17144	14119	2812	34043785
GCF_012273895.1	PRJNA687565	SAMN13981747	JAAMXH000000000.1	representative genome	33412	33412	Zerene cesonia	ecotype=Mississippi	na	latest	Chromosome	Major	Full	2020/10/02	Zerene_cesonia_1.1	University of Montana	GCA_012273895.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/895/GCF_012273895.1_Zerene_cesonia_1.1	na	na	na	haploid	invertebrate	266405969	257292430	33.500000	29	275	275	NCBI RefSeq	NCBI Zerene cesonia Annotation Release 100	2020/12/23	12772	11924	825	31755926
GCF_001040885.1	PRJNA304930	SAMEA1682816	na	representative genome	34506	34506	Strongyloides ratti	strain=ED321 Heterogonic	na	latest	Chromosome	Major	Full	2014/09/18	S_ratti_ED321	EBI	GCA_001040885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/040/885/GCF_001040885.1_S_ratti_ED321	na	na	na	haploid	invertebrate	43150242	42896360	21.500000	3	135	135	EBI	Annotation submitted by EBI	2018/04/11	12446	12445	0	na
GCF_023375885.1	PRJNA869756	SAMN21901570	JALBCO000000000.1	representative genome	34620	34620	Dermacentor andersoni	na	qqDerAnde1	latest	Scaffold	Major	Full	2022/05/16	qqDerAnde1.2	United States Department of Agriculture	GCA_023375885.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/375/885/GCF_023375885.1_qqDerAnde1.2	na	na	na	haploid	invertebrate	2485971885	2485971198	46.500000	0	3118	3118	NCBI RefSeq	GCF_023375885.1-RS_2023_04	2023/04/04	36874	22938	11684	na
GCF_013339695.2	PRJNA674886	SAMN14941062	JABSTV000000000.1	representative genome	34632	34632	Rhipicephalus sanguineus	na	Rsan-2018	latest	Chromosome	Major	Full	2022/06/24	BIME_Rsan_1.4	TIGMIC Group	GCA_013339695.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/339/695/GCF_013339695.2_BIME_Rsan_1.4	na	na	na	haploid	invertebrate	2365502231	2362795055	47.000000	11	2327	2327	NCBI RefSeq	NCBI Rhipicephalus sanguineus Annotation Release 101	2022/07/08	32708	22510	8945	32814014
