##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_902771435.1	PRJNA224116	SAMEA6149809	CACXXB000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG11674	latest	Contig	Major	Full	2020/02/15	Rumen uncultured genome RUG11674	THE ROSLIN INSTITUTE	GCA_902771435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/771/435/GCF_902771435.1_Rumen_uncultured_genome_RUG11674	derived from metagenome	na	na	haploid	archaea	2175250	2175250	35.500000	0	101	101	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2152	2078	36	na
GCF_902769175.1	PRJNA224116	SAMEA6149562	CACXNW000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG11428	latest	Scaffold	Major	Full	2020/02/17	Rumen uncultured genome RUG11428	THE ROSLIN INSTITUTE	GCA_902769175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/769/175/GCF_902769175.1_Rumen_uncultured_genome_RUG11428	derived from metagenome	na	na	haploid	archaea	3124922	3124642	31.000000	0	65	65	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2714	2589	44	na
GCF_934758005.1	PRJNA224116	SAMEA13489400	CAKVLX000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_1_RAJ0018YZ.14	latest	Contig	Major	Full	2022/04/15	ERR7739005_bin.14	stanford university school of medicine	GCA_934758005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/758/005/GCF_934758005.1_ERR7739005_bin.14	derived from metagenome	na	na	haploid	archaea	1958177	1958177	30.500000	0	26	26	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/11	1861	1806	39	na
GCF_959607185.1	PRJNA224116	SAMEA114122528	CAUHKU000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	SRR16280058_bin.44_MetaWRAP_v1.3_MAG	latest	Contig	Major	Full	2023/07/23	SRR16280058_bin.44_MetaWRAP_v1.3_MAG	EMG	GCA_959607185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/959/607/185/GCF_959607185.1_SRR16280058_bin.44_MetaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1551829	1551829	32.000000	0	48	48	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/28	1618	1556	36	na
GCF_934772625.1	PRJNA224116	SAMEA13494885	CAKVML000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_N_14_2337.102	latest	Contig	Major	Full	2022/04/15	ERR7738269_bin.102	stanford university school of medicine	GCA_934772625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/772/625/GCF_934772625.1_ERR7738269_bin.102	derived from metagenome	na	na	haploid	archaea	1806134	1806134	31.000000	0	18	18	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/06/27	1763	1708	36	na
GCF_902757275.1	PRJNA224116	SAMEA6148377	CACVUD000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG10244	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG10244	THE ROSLIN INSTITUTE	GCA_902757275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/757/275/GCF_902757275.1_Rumen_uncultured_genome_RUG10244	derived from metagenome	na	na	haploid	archaea	1863219	1863137	29.000000	0	23	23	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/06/27	1656	1608	40	na
GCF_934718295.1	PRJNA224116	SAMEA13497628	CAKUZP000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_4_7003.198	latest	Contig	Major	Full	2022/04/15	ERR7738546_bin.198	stanford university school of medicine	GCA_934718295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/718/295/GCF_934718295.1_ERR7738546_bin.198	derived from metagenome	na	na	haploid	archaea	1777524	1777524	31.000000	0	26	26	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/06/28	1747	1691	38	na
GCF_934746735.1	PRJNA224116	SAMEA13472945	CAKVFL000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_17_1727.272	latest	Contig	Major	Full	2022/04/15	ERR7738626_bin.272	stanford university school of medicine	GCA_934746735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/746/735/GCF_934746735.1_ERR7738626_bin.272	derived from metagenome	na	na	haploid	archaea	1795814	1795814	31.000000	0	2	2	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/06/28	1749	1695	40	na
GCF_902786095.1	PRJNA224116	SAMEA6151276	CADABJ000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG13139	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG13139	THE ROSLIN INSTITUTE	GCA_902786095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/786/095/GCF_902786095.1_Rumen_uncultured_genome_RUG13139	derived from metagenome	na	na	haploid	archaea	1843871	1843534	29.000000	0	140	140	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/06/27	1691	1619	37	na
GCF_934746955.1	PRJNA224116	SAMEA13500370	CAKVFU000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_7_RAU0027AZ.190	latest	Contig	Major	Full	2022/04/15	ERR7738582_bin.190	stanford university school of medicine	GCA_934746955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/746/955/GCF_934746955.1_ERR7738582_bin.190	derived from metagenome	na	na	haploid	archaea	1652971	1652971	31.000000	0	76	76	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/06/27	1678	1603	39	na
GCF_900315355.1	PRJNA224116	SAMEA104666883	OMYV00000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG092	latest	Scaffold	Major	Full	2018/03/21	Rumen uncultured genome RUG092	THE ROSLIN INSTITUTE	GCA_900315355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/315/355/GCF_900315355.1_Rumen_uncultured_genome_RUG092	derived from metagenome	na	na	haploid	archaea	2324420	2324358	33.000000	0	86	86	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2142	2080	34	na
GCF_900319985.1	PRJNA224116	SAMEA104666894	ONQL00000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG545	latest	Scaffold	Major	Full	2018/03/21	Rumen uncultured genome RUG545	THE ROSLIN INSTITUTE	GCA_900319985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/319/985/GCF_900319985.1_Rumen_uncultured_genome_RUG545	derived from metagenome	na	na	haploid	archaea	2220727	2220636	34.000000	0	98	98	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2135	2058	28	na
GCF_900314695.1	PRJNA224116	SAMEA104666881	OMWD00000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG031	latest	Scaffold	Major	Full	2018/03/21	Rumen uncultured genome RUG031	THE ROSLIN INSTITUTE	GCA_900314695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/314/695/GCF_900314695.1_Rumen_uncultured_genome_RUG031	derived from metagenome	na	na	haploid	archaea	2324332	2324223	32.500000	0	61	61	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2209	2161	36	na
GCF_902756745.1	PRJNA224116	SAMEA6148321	CACVSG000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG10188	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG10188	THE ROSLIN INSTITUTE	GCA_902756745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/756/745/GCF_902756745.1_Rumen_uncultured_genome_RUG10188	derived from metagenome	na	na	haploid	archaea	2324420	2324358	33.000000	0	86	86	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2142	2080	34	na
GCF_902759285.1	PRJNA224116	SAMEA6148585	CACWCH000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG10452	latest	Scaffold	Major	Full	2020/02/17	Rumen uncultured genome RUG10452	THE ROSLIN INSTITUTE	GCA_902759285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/759/285/GCF_902759285.1_Rumen_uncultured_genome_RUG10452	derived from metagenome	na	na	haploid	archaea	2532346	2532218	31.500000	0	166	166	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2395	2303	33	na
GCF_902795335.1	PRJNA224116	SAMEA6152192	CADBKK000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG14054	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG14054	THE ROSLIN INSTITUTE	GCA_902795335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/795/335/GCF_902795335.1_Rumen_uncultured_genome_RUG14054	derived from metagenome	na	na	haploid	archaea	1983657	1983380	32.000000	0	108	108	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	1956	1863	39	na
GCF_902800515.1	PRJNA224116	SAMEA6152716	CADCEM000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG14577	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG14577	THE ROSLIN INSTITUTE	GCA_902800515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/800/515/GCF_902800515.1_Rumen_uncultured_genome_RUG14577	derived from metagenome	na	na	haploid	archaea	1970343	1970101	36.500000	0	84	84	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	1994	1920	35	na
GCF_902801725.1	PRJNA224116	SAMEA6152836	CADCJB000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG14697	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG14697	THE ROSLIN INSTITUTE	GCA_902801725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/801/725/GCF_902801725.1_Rumen_uncultured_genome_RUG14697	derived from metagenome	na	na	haploid	archaea	2161298	2161096	34.500000	0	83	83	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2046	1975	34	na
GCF_902799005.1	PRJNA224116	SAMEA6152565	CADBYU000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG14427	latest	Scaffold	Major	Full	2020/02/17	Rumen uncultured genome RUG14427	THE ROSLIN INSTITUTE	GCA_902799005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/799/005/GCF_902799005.1_Rumen_uncultured_genome_RUG14427	derived from metagenome	na	na	haploid	archaea	3579948	3579725	31.000000	0	302	302	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	3170	3044	35	na
GCF_946408925.1	PRJNA224116	SAMEA110643240	CAMJUE000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	SRR12081294_bin.36_metaWRAP_v1.3_MAG	latest	Contig	Major	Full	2022/09/12	SRR12081294_bin.36_metaWRAP_v1.3_MAG	EMG	GCA_946408925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/946/408/925/GCF_946408925.1_SRR12081294_bin.36_metaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	2299425	2299425	34.500000	0	133	133	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/11	2250	2190	32	na
GCF_947166415.1	PRJNA224116	SAMEA111499060	CAMVEE000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	SRR8387718_bin.72_metaWRAP_v1.3_MAG	latest	Contig	Major	Full	2022/10/28	SRR8387718_bin.72_metaWRAP_v1.3_MAG	EMG	GCA_947166415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/166/415/GCF_947166415.1_SRR8387718_bin.72_metaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1719883	1719883	35.500000	0	62	62	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/11	1801	1753	27	na
GCF_937898925.1	PRJNA224116	SAMEA14076009	CALDKF000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	SRR6425803_bin.102_CONCOCT_v1.1_MAG	latest	Contig	Major	Full	2023/01/10	SRR6425803_bin.102_CONCOCT_v1.1_MAG	European Bioinformatics Institute	GCA_937898925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/898/925/GCF_937898925.1_SRR6425803_bin.102_CONCOCT_v1.1_MAG	derived from metagenome	na	na	haploid	archaea	2094422	2094422	32.500000	0	123	123	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/12	2071	1999	35	na
GCF_905235195.1	PRJNA224116	SAMEA8030318	CAJOKH000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	Reindeer_1_mag_112	latest	Contig	Major	Full	2021/03/18	RUG30209	THE ROSLIN INSTITUTE	GCA_905235195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/235/195/GCF_905235195.1_RUG30209	derived from metagenome	na	na	haploid	archaea	1891568	1891568	26.000000	0	107	107	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/11	1758	1669	37	na
GCF_947302395.1	PRJNA224116	SAMEA111560309	CAMYVM000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	SRR10912534_bin.116_metaWRAP_v1.3_MAG	latest	Contig	Major	Full	2022/11/27	SRR10912534_bin.116_metaWRAP_v1.3_MAG	EMG	GCA_947302395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/302/395/GCF_947302395.1_SRR10912534_bin.116_metaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1669840	1669840	36.000000	0	119	119	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/11	1807	1745	37	na
GCF_937881195.1	PRJNA224116	SAMEA14081819	CALGFC000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	SRR3330209_bin.54_CONCOCT_v1.1_MAG	latest	Contig	Major	Full	2023/01/10	SRR3330209_bin.54_CONCOCT_v1.1_MAG	European Bioinformatics Institute	GCA_937881195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/881/195/GCF_937881195.1_SRR3330209_bin.54_CONCOCT_v1.1_MAG	derived from metagenome	na	na	haploid	archaea	2358562	2358562	25.000000	0	73	73	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/12	1981	1927	36	na
GCF_902771225.1	PRJNA224116	SAMEA6149792	CACXWH000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG11657	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG11657	THE ROSLIN INSTITUTE	GCA_902771225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/771/225/GCF_902771225.1_Rumen_uncultured_genome_RUG11657	derived from metagenome	na	na	haploid	archaea	2359332	2359296	31.000000	0	122	122	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2221	2136	38	na
GCF_902774605.1	PRJNA224116	SAMEA6150122	CACYJE000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG11987	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG11987	THE ROSLIN INSTITUTE	GCA_902774605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/774/605/GCF_902774605.1_Rumen_uncultured_genome_RUG11987	derived from metagenome	na	na	haploid	archaea	2138290	2138205	39.000000	0	108	108	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2160	2088	38	na
GCF_902775725.1	PRJNA224116	SAMEA6150235	CACYNI000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG12100	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG12100	THE ROSLIN INSTITUTE	GCA_902775725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/775/725/GCF_902775725.1_Rumen_uncultured_genome_RUG12100	derived from metagenome	na	na	haploid	archaea	1932982	1932919	32.000000	0	49	49	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	1884	1781	33	na
GCF_900314615.1	PRJNA224116	SAMEA104666879	OMWA00000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG018	latest	Scaffold	Major	Full	2018/03/21	Rumen uncultured genome RUG018	THE ROSLIN INSTITUTE	GCA_900314615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/314/615/GCF_900314615.1_Rumen_uncultured_genome_RUG018	derived from metagenome	na	na	haploid	archaea	2431573	2431500	34.000000	0	57	57	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2342	2270	36	na
GCF_902762245.1	PRJNA224116	SAMEA6148876	CACWNM000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG10743	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG10743	THE ROSLIN INSTITUTE	GCA_902762245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/762/245/GCF_902762245.1_Rumen_uncultured_genome_RUG10743	derived from metagenome	na	na	haploid	archaea	2334462	2334395	37.000000	0	66	66	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2175	2102	35	na
GCF_902758945.1	PRJNA224116	SAMEA6148547	CACWAT000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG10414	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG10414	THE ROSLIN INSTITUTE	GCA_902758945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/758/945/GCF_902758945.1_Rumen_uncultured_genome_RUG10414	derived from metagenome	na	na	haploid	archaea	2431573	2431500	34.000000	0	57	57	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2342	2270	36	na
GCF_902784295.1	PRJNA224116	SAMEA6151090	CACZUM000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG12954	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG12954	THE ROSLIN INSTITUTE	GCA_902784295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/784/295/GCF_902784295.1_Rumen_uncultured_genome_RUG12954	derived from metagenome	na	na	haploid	archaea	2270772	2270695	32.500000	0	51	51	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2217	2153	34	na
GCF_902802035.1	PRJNA224116	SAMEA6152873	CADCKP000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	RUG14734	latest	Scaffold	Major	Full	2020/02/15	Rumen uncultured genome RUG14734	THE ROSLIN INSTITUTE	GCA_902802035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/802/035/GCF_902802035.1_Rumen_uncultured_genome_RUG14734	derived from metagenome	na	na	haploid	archaea	2235699	2235547	31.500000	0	60	60	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/10	2090	2026	35	na
GCF_947169325.1	PRJNA224116	SAMEA111499063	CAMVPN000000000.1	na	253161	253161	uncultured Methanobrevibacter sp.	na	SRR8387718_bin.77_metaWRAP_v1.3_MAG	latest	Contig	Major	Full	2022/10/28	SRR8387718_bin.77_metaWRAP_v1.3_MAG	EMG	GCA_947169325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/169/325/GCF_947169325.1_SRR8387718_bin.77_metaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	2611014	2611014	36.500000	0	145	145	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/11	2384	2314	24	na
GCF_014635105.1	PRJNA224116	SAMD00244848	BMCI00000000.1	representative genome	255616	255616	Haloferax sulfurifontis	strain=CCM 7217	na	latest	Contig	Major	Full	2020/09/12	ASM1463510v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_014635105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/635/105/GCF_014635105.1_ASM1463510v1	na	assembly from type material	na	haploid	archaea	3878884	3878884	66.000000	0	21	21	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/08/21	3969	3851	66	30832757
GCF_000013725.1	PRJNA224116	SAMN02598545	na	representative genome	259564	29291	Methanococcoides burtonii DSM 6242	strain=DSM 6242	na	latest	Complete Genome	Major	Full	2006/04/10	ASM1372v1	DOE Joint Genome Institute	GCA_000013725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/725/GCF_000013725.1_ASM1372v1	na	assembly from type material	na	haploid	archaea	2575032	2575032	41.000000	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024/02/15	2627	2479	65	na
GCF_017873815.1	PRJNA224116	SAMN18245801	JAGGKQ000000000.1	representative genome	261290	261290	Halorubrum alkaliphilum	strain=DSM 23564	na	latest	Contig	Major	Full	2021/04/08	ASM1787381v1	DOE Joint Genome Institute	GCA_017873815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/873/815/GCF_017873815.1_ASM1787381v1	na	assembly from type material	na	haploid	archaea	3098171	3098171	64.500000	0	64	64	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/12/10	3107	2983	66	na
GCF_900102375.1	PRJNA224116	SAMN04488067	FNBO00000000.1	representative genome	261291	261291	Halorubrum xinjiangense	strain=CGMCC 1.3527	na	latest	Scaffold	Major	Full	2019/09/11	IMG-taxon 2617270761 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900102375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/375/GCF_900102375.1_IMG-taxon_2617270761_annotated_assembly	na	assembly from type material	na	haploid	archaea	3261379	3261294	68.500000	0	25	25	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/12/10	3217	3111	61	na
GCF_000496155.1	PRJNA224116	SAMN02981542	ATDU00000000.1	na	261388	261388	Ferroplasma sp. Type II	na	na	latest	Scaffold	Major	Full	2013/11/07	fer2	DOE Joint Genome Institute	GCA_000496155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/496/155/GCF_000496155.1_fer2	derived from metagenome	na	na	haploid	archaea	2487652	2425881	37.500000	0	177	358	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/08/25	2807	2643	70	23865623
GCF_937919355.1	PRJNA224116	SAMEA14037501	CALFSA000000000.1	na	262500	262500	uncultured Methanofollis sp.	na	SRR1562008_bin.121_CONCOCT_v1.1_MAG	latest	Contig	Major	Full	2023/01/10	SRR1562008_bin.121_CONCOCT_v1.1_MAG	European Bioinformatics Institute	GCA_937919355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/919/355/GCF_937919355.1_SRR1562008_bin.121_CONCOCT_v1.1_MAG	derived from metagenome	na	na	haploid	archaea	2246125	2246125	61.000000	0	244	244	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/12	2427	2304	47	na
GCF_902494985.1	PRJNA224116	SAMEA5853917	CABUVJ000000000.1	na	262501	262501	uncultured Methanosphaera sp.	na	MGYG-HGUT-04410	latest	Contig	Major	Full	2021/03/12	UHGG-TPA_MGYG-HGUT-04410	EMG	GCA_902494985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/494/985/GCF_902494985.1_UHGG-TPA_MGYG-HGUT-04410	derived from metagenome	na	na	haploid	archaea	1661817	1661817	28.000000	0	245	245	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/08/28	1523	1433	38	na
GCF_934746405.1	PRJNA224116	SAMEA13475686	CAKVFD000000000.1	na	262501	262501	uncultured Methanosphaera sp.	na	REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_2_1112.310	latest	Contig	Major	Full	2022/04/15	ERR7746411_bin.310	stanford university school of medicine	GCA_934746405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/934/746/405/GCF_934746405.1_ERR7746411_bin.310	derived from metagenome	na	na	haploid	archaea	1748243	1748243	27.500000	0	44	44	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/06/28	1620	1570	39	na
GCF_946616125.1	PRJNA224116	SAMEA110745833	CAMOIM000000000.1	na	262501	262501	uncultured Methanosphaera sp.	na	SRR873602_bin.81_metaWRAP_v1.3_MAG	latest	Contig	Major	Full	2022/09/13	SRR873602_bin.81_metaWRAP_v1.3_MAG	EMBL-EBI	GCA_946616125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/946/616/125/GCF_946616125.1_SRR873602_bin.81_metaWRAP_v1.3_MAG	derived from metagenome	na	na	haploid	archaea	1682674	1682674	29.500000	0	18	18	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023/07/11	1583	1540	40	na
