##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_025602895.1	PRJNA926528	SAMN05920836	JAHLKK000000000.1	representative genome	110093	110093	Polychytrium aggregatum	strain=JEL109	na	latest	Contig	Major	Full	2022/10/05	Polagg1_1	DOE Joint Genome Institute	GCA_025602895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/602/895/GCF_025602895.1_Polagg1_1	na	assembly from type material	na	haploid	fungi	64917104	64917104	57.500000	0	461	461	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2023/02/08	11051	10669	380	36037379
GCF_020360975.1	PRJNA774200	SAMN20605485	JAIZPD000000000.1	representative genome	111463	111463	Hirsutella rhossiliensis	strain=HR02	na	latest	Scaffold	Major	Full	2021/10/07	ASM2036097v1	The Institute of Vegetables and Flowers CAAS	GCA_020360975.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/360/975/GCF_020360975.1_ASM2036097v1	na	na	na	haploid	fungi	81749301	81748591	46.500000	0	39	39	The Institute of Vegetables and Flowers CAAS	Annotation submitted by The Institute of Vegetables and Flowers CAAS	2023/04/03	12181	12053	128	na
GCF_014066305.1	PRJNA670756	SAMN14934069	JACCJC000000000.1	representative genome	112416	112416	Letharia columbiana	na	WasteWater2	latest	Contig	Major	Full	2020/08/05	Lecol_v1.0	Eastern Washington University	GCA_014066305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/066/305/GCF_014066305.1_Lecol_v1.0	na	na	na	haploid	fungi	52265057	52265057	39.500000	0	161	161	Eastern Washington University	Annotation submitted by Eastern Washington University	2020/11/09	13385	13310	75	32504651
GCF_900074925.1	PRJNA430539	SAMEA3894895	FJUY00000000.1	representative genome	112498	112498	Ramularia collo-cygni	strain=URUG2	na	latest	Scaffold	Major	Full	2017/10/29	version 1	Technische Universitat Munchen - WZW	GCA_900074925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/074/925/GCF_900074925.1_version_1	na	na	na	haploid	fungi	32254922	31464045	51.000000	0	78	78	Technische Universitat Munchen - WZW	Annotation submitted by Technische Universitat Munchen - WZW	2018/02/01	11544	11491	53	na
GCF_022497035.1	PRJNA835137	SAMN12814233	JAJKKY000000000.1	representative genome	114800	114800	Daldinia vernicosa	strain=CBS 139.73	na	latest	Scaffold	Major	Full	2022/02/28	Dalver1	DOE Joint Genome Institute	GCA_022497035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/497/035/GCF_022497035.1_Dalver1	na	na	na	haploid	fungi	35841789	35840562	45.500000	0	275	310	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022/05/06	10827	10670	147	34797921
GCF_016647745.1	PRJNA727287	SAMN14510212	JABBWE000000000.1	representative genome	116603	116603	Suillus plorans	strain=S12	na	latest	Contig	Major	Full	2021/01/15	Suiplo1	DOE Joint Genome Institute	GCA_016647745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/647/745/GCF_016647745.1_Suiplo1	na	na	na	haploid	fungi	51861001	51861001	47.500000	0	176	176	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2021/09/15	16525	16397	122	33355923
GCF_028827245.1	PRJNA973687	SAMN30185293	JAPZBL000000000.1	representative genome	116970	116970	Penicillium angulare	strain=IBT 27051	na	latest	Contig	Major	Full	2023/02/23	ASM2882724v1	Aalborg University	GCA_028827245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/827/245/GCF_028827245.1_ASM2882724v1	na	assembly from type material	na	haploid	fungi	37782843	37782843	45.500000	0	12	12	Aalborg University	Annotation submitted by Aalborg University	2023/06/06	13390	13389	0	36726175
GCF_907166805.1	PRJNA758053	SAMEA7819814	CAJRGZ000000000.1	representative genome	119953	119953	Alternaria atra	na	CS162	latest	Scaffold	Major	Full	2021/05/15	ALTATR162	TECHNICAL UNIVERSITY MUNICH	GCA_907166805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/166/805/GCF_907166805.1_ALTATR162	na	na	na	haploid	fungi	39606256	39267842	51.000000	0	43	43	TECHNICAL UNIVERSITY MUNICH	Annotation submitted by TECHNICAL UNIVERSITY MUNICH	2021/11/22	12172	12172	0	na
GCF_900519145.1	PRJNA727466	SAMEA4827382	ULHA00000000.1	representative genome	120017	120017	Ustilago hordei	strain=Uho2	na	latest	Contig	Major	Full	2021/02/23	Uho2_v1	Technische Universitat Munchen - WZW	GCA_900519145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/519/145/GCF_900519145.1_Uho2_v1	na	na	na	haploid	fungi	26637005	26637005	51.000000	0	45	45	Technische Universitat Munchen - WZW	Annotation submitted by Technische Universitat Munchen - WZW	2021/09/15	7703	7449	254	na
GCF_013368755.1	PRJNA645155	SAMN15229550	na	representative genome	121627	121627	Talaromyces rugulosus	strain=W13939	na	latest	Complete Genome	Major	Full	2020/06/23	ASM1336875v1	Xi'an Jiaotong University	GCA_013368755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/368/755/GCF_013368755.1_ASM1336875v1	na	na	na	haploid	fungi	35758560	35758560	47.000000	6	6	6	Xi'an Jiaotong University	Annotation submitted by Xi'an Jiaotong University	2020/08/05	11971	11901	70	33048598
GCF_002742065.1	PRJNA430274	SAMN03265455	LKMD00000000.1	representative genome	122368	122368	Cercospora beticola	strain=09-40	na	latest	Chromosome	Major	Full	2017/11/03	CB0940_V2	VIB	GCA_002742065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/742/065/GCF_002742065.1_CB0940_V2	na	na	na	haploid	fungi	37057033	33813460	52.000000	10	252	252	VIB	Annotation submitted by VIB	2018/01/18	12271	12271	0	na
GCF_028826915.1	PRJNA973687	SAMN30185302	JAPQKL000000000.1	representative genome	126998	126998	Penicillium bovifimosum	strain=IBT 22155	na	latest	Contig	Major	Full	2023/02/23	ASM2882691v1	Aalborg University	GCA_028826915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/826/915/GCF_028826915.1_ASM2882691v1	na	na	na	haploid	fungi	27188871	27188871	50.500000	0	9	9	Aalborg University	Annotation submitted by Aalborg University	2023/06/02	10403	10402	0	36726175
GCF_009193445.1	PRJNA602439	SAMN05446752	STFH00000000.1	representative genome	132259	132259	Aspergillus pseudotamarii	strain=CBS 117625	na	latest	Scaffold	Major	Full	2019/10/18	Asppset1	DOE Joint Genome Institute	GCA_009193445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/193/445/GCF_009193445.1_Asppset1	na	na	na	haploid	fungi	38243929	38221759	48.000000	0	249	365	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2020/05/26	13663	13428	234	na
GCF_016097325.1	PRJNA801198	SAMN16825490	JADPPX000000000.1	representative genome	138277	138277	Aspergillus melleus	strain=CBS 546.65	na	latest	Contig	Major	Full	2020/12/16	ASM1609732v1	University Complutense of Madrid	GCA_016097325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/097/325/GCF_016097325.1_ASM1609732v1	na	assembly designated as neotype	na	haploid	fungi	38850827	38850827	49.000000	0	11	11	University Complutense of Madrid	Annotation submitted by University Complutense of Madrid	2022/01/28	13060	12848	211	33260416
GCF_022376445.1	PRJNA835132	SAMN06295971	JACBKP000000000.1	representative genome	139415	139415	Neoantrodia serialis	strain=Sig1Antser10	na	latest	Contig	Major	Full	2022/02/23	Antser1	DOE Joint Genome Institute	GCA_022376445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/376/445/GCF_022376445.1_Antser1	na	na	na	haploid	fungi	66694225	66694225	56.000000	0	893	893	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022/05/06	17581	17405	173	33538380
GCF_014898295.1	PRJNA691331	SAMN10219760	RCSW00000000.1	representative genome	139641	139641	Botrytis byssoidea	strain=MUCL 94	na	latest	Contig	Major	Full	2020/10/20	ASM1489829v1	Wageningen University	GCA_014898295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/898/295/GCF_014898295.1_ASM1489829v1	na	assembly from type material	na	haploid	fungi	42981876	42981876	40.500000	0	59	59	Wageningen University	Annotation submitted by Wageningen University	2021/02/12	12204	12204	0	na
GCF_003851025.1	PRJNA514748	SAMD00076077	BFAD00000000.1	representative genome	139825	139825	Sparassis crispa	na	na	latest	Contig	Major	Full	2018/11/07	SCP_1.1	Department of Pediatric Cardiology, Tokyo Women's Medical University	GCA_003851025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/025/GCF_003851025.1_SCP_1.1	na	na	na	haploid	fungi	39020349	39020349	51.500000	0	32	32	Department of Pediatric Cardiology, Tokyo Women's Medical University	Annotation submitted by Department of Pediatric Cardiology, Tokyo Women's Medical University	2019/01/15	13339	13157	182	30375506
GCF_020906515.1	PRJNA1072635	SAMN23076029	na	representative genome	143232	143232	Vanrija pseudolonga	na	DUCC4014	latest	Complete Genome	Major	Full	2021/11/21	ASM2090651v1	Dankook University	GCA_020906515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/906/515/GCF_020906515.1_ASM2090651v1	na	na	na	haploid	fungi	24922244	24922244	62.000000	8	8	8	Dankook University	Annotation submitted by Dankook University	2024/02/06	9775	9473	274	na
GCF_023278565.1	PRJNA858127	SAMN06211573	na	representative genome	145971	145971	Colletotrichum lupini	strain=IMI 504893	na	latest	Complete Genome	Major	Full	2022/05/09	ASM2327856v1	University of Western Brittany	GCA_023278565.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/278/565/GCF_023278565.1_ASM2327856v1	na	na	na	haploid	fungi	63407421	63407421	46.500000	11	11	11	University of Western Brittany	Annotation submitted by University of Western Brittany	2022/07/16	18681	18280	401	34402629
GCF_004355905.1	PRJNA554126	SAMN10496230	RRCK00000000.1	representative genome	148305	148305	Pyricularia grisea	strain=NI907	na	latest	Chromosome	Major	Full	2019/03/19	PgNI	Academia Sinica	GCA_004355905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/905/GCF_004355905.1_PgNI	na	na	na	haploid	fungi	44557582	44462374	48.000000	4	43	43	Academia Sinica	Annotation submitted by Academia Sinica	2019/10/22	12441	12441	0	30835262
GCF_001500285.1	PRJNA342682	SAMN04009710	LKNI00000000.1	representative genome	149040	149040	Mollisia scopiformis	strain=CBS 120377	na	latest	Scaffold	Major	Full	2016/01/07	Phisc1	DOE Joint Genome Institute	GCA_001500285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/285/GCF_001500285.1_Phisc1	na	na	na	haploid	fungi	48876257	48619125	47.500000	0	71	345	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2021/12/09	18648	18556	82	26950333
GCF_020726525.1	PRJNA801203	SAMN08150287	JAGPXC000000000.1	representative genome	152316	152316	Truncatella angustata	strain=MPI-SDFR-AT-0073	na	latest	Contig	Major	Full	2021/10/29	Truan1	DOE Joint Genome Institute	GCA_020726525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/726/525/GCF_020726525.1_Truan1	na	na	na	haploid	fungi	47102642	47102642	49.500000	0	17	17	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022/01/28	14971	14775	192	na
GCF_004154835.1	PRJNA531023	SAMN06205217	PDUP00000000.1	representative genome	156630	156630	Alternaria arborescens	strain=FERA 675	na	latest	Scaffold	Major	Full	2019/02/11	ASM415483v1	NIAB-East Malling Research	GCA_004154835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/835/GCF_004154835.1_ASM415483v1	na	na	na	haploid	fungi	33943449	33943344	51.000000	0	325	325	Harrison Lab NIAB-EMR	Harrison Lab NIAB-EMR Release 1.01	2019/04/05	12895	12885	0	na
GCF_021901695.1	PRJNA835130	SAMN20585433	JAIUNB000000000.1	representative genome	168172	27350	Puccinia striiformis f. sp. tritici	strain=134E16A+17+33+	na	latest	Chromosome	Major	Full	2022/02/03	Pst134E36_v1_pri	Australian National University	GCA_021901695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/901/695/GCF_021901695.1_Pst134E36_v1_pri	na	na	na	haploid	fungi	89491239	89477439	44.500000	18	184	184	Australian National University	Annotation submitted by Australian National University	2023/12/29	17813	17118	695	na
GCF_028828555.1	PRJNA973687	SAMN30185378	JAQKAL000000000.1	representative genome	168475	168475	Penicillium taxi	strain=IBT 34144	na	latest	Contig	Major	Full	2023/02/23	ASM2882855v1	Aalborg University	GCA_028828555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/828/555/GCF_028828555.1_ASM2882855v1	na	na	na	haploid	fungi	27925195	27925195	46.000000	0	6	6	Aalborg University	Annotation submitted by Aalborg University	2023/06/12	10052	10052	0	36726175
GCF_020744495.1	PRJNA801211	SAMN06297339	JAGTJS000000000.1	representative genome	169388	169388	Fusarium solani	strain=FSSC 5 MPI-SDFR-AT-0091	na	latest	Contig	Major	Full	2021/11/05	Fusso1	DOE Joint Genome Institute	GCA_020744495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/744/495/GCF_020744495.1_Fusso1	na	na	na	haploid	fungi	52932111	52932111	51.000000	0	74	74	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022/02/02	17940	17654	283	na
GCF_033847375.1	PRJNA1073605	SAMN38060657	JAWRVG000000000.1	representative genome	173218	173216	Trichoderma aggressivum f. europaeum	strain=CBS 100526	na	latest	Scaffold	Major	Full	2023/11/21	Triagg1	Utrecht University	GCA_033847375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/847/375/GCF_033847375.1_Triagg1	na	assembly from type material	na	haploid	fungi	38856605	38853501	49.000000	0	295	295	Utrecht University	Annotation submitted by Utrecht University	2024/02/07	10998	10998	0	na
GCF_028828445.1	PRJNA973687	SAMN30185361	JAQJAS000000000.1	representative genome	176176	176176	Penicillium paradoxum	strain=IBT 22861	na	latest	Contig	Major	Full	2023/02/23	ASM2882844v1	Aalborg University	GCA_028828445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/828/445/GCF_028828445.1_ASM2882844v1	na	na	na	haploid	fungi	28923777	28923777	48.000000	0	6	6	Aalborg University	Annotation submitted by Aalborg University	2023/06/12	9859	9857	0	36726175
GCF_023757985.1	PRJNA858129	SAMN18144509	JAFVLZ000000000.1	representative genome	181014	181014	Alternaria ethzedia	strain=BMP 0044	na	latest	Scaffold	Major	Full	2022/06/17	ASM2375798v1	Cornell University	GCA_023757985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/757/985/GCF_023757985.1_ASM2375798v1	na	assembly from type material	na	haploid	fungi	36016348	36016198	50.500000	0	579	579	Cornell University	Annotation submitted by Cornell University	2022/07/15	11096	10985	111	na
GCF_024043145.1	PRJNA858129	SAMN18144507	JAFVMB000000000.1	representative genome	181017	181017	Alternaria conjuncta	strain=BMP 0040	na	latest	Scaffold	Major	Full	2022/06/29	ASM2404314v1	Cornell University	GCA_024043145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/043/145/GCF_024043145.1_ASM2404314v1	na	na	na	haploid	fungi	36109959	36109741	50.500000	0	175	175	Cornell University	Annotation submitted by Cornell University	2022/11/01	11758	11648	110	na
GCF_018924745.1	PRJNA756326	SAMN11081005	JAFLEJ000000000.1	representative genome	181124	181124	Marasmius oreades	na	03SP1	latest	Chromosome	Major	Full	2021/06/17	UU_Maror_2	Uppsala University	GCA_018924745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/924/745/GCF_018924745.1_UU_Maror_2	na	na	na	haploid	fungi	44306131	44304365	47.000000	11	32	54	Uppsala University	Annotation submitted by Uppsala University	2021/11/22	13890	13700	190	34051082
GCF_017499595.1	PRJNA835128	SAMN17831733	JAFIQS000000000.2	representative genome	181762	181762	Psilocybe cubensis	strain=MGC-MH-2018	na	latest	Chromosome	Major	Full	2022/02/04	MGC_Penvy_1	Medicinal Genomics	GCA_017499595.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/499/595/GCF_017499595.1_MGC_Penvy_1	na	na	na	haploid	fungi	46389424	46387224	46.000000	13	20	20	Medicinal Genomics	Annotation submitted by Medicinal Genomics	2022/05/06	13556	13330	226	na
GCF_016861735.1	PRJNA727462	SAMD00269937	na	representative genome	182096	182096	Aspergillus chevalieri	strain=M1	na	latest	Complete Genome	Major	Full	2021/01/30	AchevalieriM1_assembly01	Fermentation Microbiology, Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	GCA_016861735.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/861/735/GCF_016861735.1_AchevalieriM1_assembly01	na	na	na	haploid	fungi	29697343	29697343	49.500000	8	8	8	Fermentation Microbiology, Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	Annotation submitted by Fermentation Microbiology, Education and Research Center for Fermentation Studies, Faculty of Agriculture, Kagoshima University	2021/09/15	10518	10331	187	na
GCF_028826845.1	PRJNA973687	SAMN30185312	JAPQKN000000000.1	representative genome	189055	189055	Penicillium canariense	strain=IBT 26290	na	latest	Contig	Major	Full	2023/02/23	ASM2882684v1	Aalborg University	GCA_028826845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/826/845/GCF_028826845.1_ASM2882684v1	na	na	na	haploid	fungi	31521451	31521451	51.500000	0	9	9	Aalborg University	Annotation submitted by Aalborg University	2023/06/02	10805	10805	0	36726175
GCF_900044065.1	PRJNA732906	SAMEA3862491	FCQH00000000.1	representative genome	192010	192010	Fusarium mangiferae	strain=MRC7560	na	latest	Scaffold	Major	Full	2016/12/06	Genome assembly version 1	Institute of Bioinformatics and Systems Biology	GCA_900044065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/044/065/GCF_900044065.1_Genome_assembly_version_1	na	na	na	haploid	fungi	46292722	45713559	48.000000	0	254	254	Institute of Bioinformatics and Systems Biology	Annotation submitted by Institute of Bioinformatics and Systems Biology	2023/12/29	16140	15796	344	na
GCF_026873545.1	PRJNA925113	SAMN26804627	na	representative genome	195108	195108	Fusarium falciforme	strain=Fu3.1	na	latest	Complete Genome	Major	Full	2022/12/13	ASM2687354v1	Academia Sinica	GCA_026873545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/873/545/GCF_026873545.1_ASM2687354v1	na	na	na	haploid	fungi	53563088	53563088	49.500000	14	14	14	Academia Sinica	Annotation submitted by Academia Sinica	2023/01/30	15136	14574	0	36266645
GCF_028828005.1	PRJNA973687	SAMN30185354	JAQJAP000000000.1	representative genome	203109	203109	Penicillium manginii	strain=IBT 31320	na	latest	Contig	Major	Full	2023/02/23	ASM2882800v1	Aalborg University	GCA_028828005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/828/005/GCF_028828005.1_ASM2882800v1	na	na	na	haploid	fungi	38623079	38623079	48.500000	0	14	14	Aalborg University	Annotation submitted by Aalborg University	2023/06/12	13795	13794	0	36726175
GCF_026914185.1	PRJNA925089	SAMN28423237	na	representative genome	208348	208348	Puccinia triticina	strain=Pt15	na	latest	Complete Genome	Major	Full	2022/12/15	ASM2691418v1	Henan Agricultural University	GCA_026914185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/914/185/GCF_026914185.1_ASM2691418v1	na	na	na	haploid	fungi	122823596	122823596	46.500000	18	18	18	Henan Agricultural University	Annotation submitted by Henan Agricultural University	2023/01/29	12736	12736	0	na
GCF_009176365.1	PRJNA602437	SAMN05446797	SWAS00000000.1	representative genome	209559	209559	Aspergillus alliaceus	strain=CBS 536.65	na	latest	Scaffold	Major	Full	2019/10/18	Aspalli1	DOE Joint Genome Institute	GCA_009176365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/176/365/GCF_009176365.1_Aspalli1	na	assembly from type material	na	haploid	fungi	40168528	40141194	47.000000	0	331	418	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2020/01/24	13336	13098	237	na
GCF_000836275.1	PRJNA326655	SAMN03176949	JYBW00000000.1	representative genome	212818	212818	Exophiala mesophila	strain=CBS 40295	na	latest	Scaffold	Major	Full	2015/02/23	Exop_meso_CBS40295_V1	Broad Institute	GCA_000836275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/275/GCF_000836275.1_Exop_meso_CBS40295_V1	na	na	na	haploid	fungi	29273723	29256826	50.500000	0	9	64	Broad Institute	Annotation submitted by Broad Institute	2024/01/05	9237	9181	51	na
GCF_000091045.1	PRJNA10698	SAMN03081418	na	representative genome	214684	5207	Cryptococcus neoformans var. neoformans JEC21	strain=JEC21	na	latest	Chromosome	Major	Full	2005/01/07	ASM9104v1	TIGR	GCA_000091045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/045/GCF_000091045.1_ASM9104v1	na	na	na	haploid	fungi	19051922	19050125	48.500000	14	14	14	TIGR	Annotation submitted by TIGR	2018/04/11	7004	6632	134	15653466
GCF_000835515.1	PRJNA326654	SAMN03176945	JYCA00000000.1	representative genome	215243	215243	Exophiala oligosperma	strain=CBS 72588	na	latest	Scaffold	Major	Full	2015/02/23	Exop_olig_CBS72588_V1	Broad Institute	GCA_000835515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/515/GCF_000835515.1_Exop_olig_CBS72588_V1	na	na	na	haploid	fungi	38224514	37920466	50.500000	0	143	287	Broad Institute	Annotation submitted by Broad Institute	2024/01/05	11938	11893	44	na
GCF_003144295.1	PRJNA479905	SAMN02787018	MCOI00000000.1	representative genome	215250	215250	Acaromyces ingoldii	strain=MCA 4198	na	latest	Scaffold	Major	Full	2018/05/21	Acain1	DOE Joint Genome Institute	GCA_003144295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/144/295/GCF_003144295.1_Acain1	na	assembly designated as reftype	na	haploid	fungi	19330111	19314861	57.500000	0	28	69	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2018/07/06	8071	8026	45	29771364
GCF_000151335.2	PRJNA51583	SAMN02953748	ACFW00000000.1	representative genome	222929	199306	Coccidioides posadasii C735 delta SOWgp	strain=C735 delta SOWgp	na	latest	Contig	Minor	Full	2009/06/17	JCVI-cpa1-1.0	TIGR-J. Craig Venter Institute	GCA_000151335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/335/GCF_000151335.2_JCVI-cpa1-1.0	na	na	na	haploid	fungi	27013412	27013412	46.500000	0	55	55	TIGR-J. Craig Venter Institute	Annotation submitted by TIGR-J. Craig Venter Institute	2018/04/17	7253	7227	26	19717792
GCF_029542785.1	PRJNA973665	SAMN27782874	na	representative genome	223818	223818	Malassezia japonica	strain=CBS 9431	na	latest	Complete Genome	Major	Full	2023/04/03	ASM2954278v1	Duke University	GCA_029542785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/542/785/GCF_029542785.1_ASM2954278v1	na	assembly from type material	na	haploid	fungi	8433779	8433779	62.500000	9	9	9	Duke University	Annotation submitted by Duke University	2023/10/20	4373	4315	58	na
GCF_947241705.1	PRJNA973683	SAMEA111517679	na	representative genome	226126	114525	Saccharomyces mikatae IFO 1815	strain=IFO1815	na	latest	Complete Genome	Major	Full	2022/11/01	Smik-IFO1815	UNIVERSITY COLLEGE DUBLIN	GCA_947241705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/241/705/GCF_947241705.1_Smik-IFO1815	na	assembly from type material	na	haploid	fungi	12104871	12104871	38.000000	16	16	16	UNIVERSITY COLLEGE DUBLIN	Annotation submitted by UNIVERSITY COLLEGE DUBLIN	2023/05/19	5849	5573	272	na
GCF_947243775.1	PRJNA973683	SAMEA111517677	na	representative genome	226230	114524	Saccharomyces kudriavzevii IFO 1802	strain=IFO1802	na	latest	Complete Genome	Major	Full	2022/11/01	Skud-IFO1802	UNIVERSITY COLLEGE DUBLIN	GCA_947243775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/243/775/GCF_947243775.1_Skud-IFO1802	na	assembly from type material	na	haploid	fungi	11913776	11913776	40.000000	16	16	16	UNIVERSITY COLLEGE DUBLIN	Annotation submitted by UNIVERSITY COLLEGE DUBLIN	2023/05/19	5880	5603	273	na
GCF_000011425.1	PRJNA848821	SAMEA2272224	na	representative genome	227321	162425	Aspergillus nidulans FGSC A4	strain=FGSC A4	na	latest	Chromosome	Major	Full	2009/09/24	ASM1142v1	Eurofungbase (Eurofung)	GCA_000011425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/425/GCF_000011425.1_ASM1142v1	na	na	na	haploid	fungi	29828291	29817824	50.500000	8	8	8	Eurofungbase (Eurofung)	Annotation submitted by Eurofungbase (Eurofung)	2023/04/13	10518	10455	0	19146970
GCF_000240135.3	PRJNA243	SAMN02953593	AACM00000000.2	representative genome	229533	5518	Fusarium graminearum PH-1	strain=PH-1; NRRL 31084	na	latest	Chromosome	Major	Full	2008/11/21	ASM24013v3	International Gibberella zeae Genomics Consortium	GCA_000240135.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/135/GCF_000240135.3_ASM24013v3	na	na	na	haploid	fungi	36458046	36223641	48.500000	4	31	433	International Gibberella zeae Genomics Consortium	Annotation submitted by International Gibberella zeae Genomics Consortium	2024/01/02	13725	13312	402	17823352
GCF_003316985.1	PRJNA576242	SAMN08667433	QKXC00000000.1	representative genome	231269	231269	Fusarium coffeatum	strain=FIESC_28	na	latest	Contig	Major	Full	2018/07/13	ASM331698v1	CSIRO	GCA_003316985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/316/985/GCF_003316985.1_ASM331698v1	na	na	na	haploid	fungi	37769732	37769732	48.500000	0	550	550	CSIRO	Annotation submitted by CSIRO	2019/10/22	11779	11779	0	na
GCF_024043155.1	PRJNA858129	SAMN18144512	JAFVLW000000000.1	representative genome	232088	232088	Alternaria arbusti	strain=BMP 1465	na	latest	Scaffold	Major	Full	2022/06/29	ASM2404315v1	Cornell University	GCA_024043155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/043/155/GCF_024043155.1_ASM2404315v1	na	assembly from type material	na	haploid	fungi	33977964	33977650	52.500000	0	75	75	Cornell University	Annotation submitted by Cornell University	2022/11/01	11826	11721	105	na
